src_ip,dst_ip,bytes,packets,protocol,process,anomaly_score,is_anomaly,timestamp
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:29.007116
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:29.034477
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:29.062901
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:29.090603
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:29.118648
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:29.146863
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:29.172880
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:29.201412
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:29.229011
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:29.258034
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:29.286691
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:29.315883
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:29.343025
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:29.402870
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:29.429463
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:29.455927
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:29.482347
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:29.508515
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:29.555941
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:29.591105
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:29.625710
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:29.655647
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:29.684567
20.43.150.84,10.71.162.243,2654,1,TCP,Unknown,0.0,False,2025-09-08T06:26:29.710315
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:29.737396
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:29.764773
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:29.790551
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:29.815957
20.43.150.84,10.71.162.243,2654,1,TCP,Unknown,0.0,False,2025-09-08T06:26:29.843485
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:29.869710
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:29.895083
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:29.921212
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:29.948430
20.43.150.84,10.71.162.243,2654,1,TCP,Unknown,0.0,False,2025-09-08T06:26:29.975941
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:30.002055
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:30.030103
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:30.057144
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:30.083986
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:30.112501
20.43.150.84,10.71.162.243,7854,1,TCP,Unknown,0.0,False,2025-09-08T06:26:30.140642
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:30.169128
20.43.150.84,10.71.162.243,6554,1,TCP,Unknown,0.0,False,2025-09-08T06:26:30.196861
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:30.223320
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:30.249735
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:30.277086
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:30.304784
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:30.332275
20.43.150.84,10.71.162.243,2654,1,TCP,Unknown,0.0,False,2025-09-08T06:26:30.360373
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:30.387254
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:30.413981
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:30.441083
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:30.468813
20.43.150.84,10.71.162.243,2654,1,TCP,Unknown,0.0,False,2025-09-08T06:26:30.495271
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:30.524243
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:30.553188
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:30.585762
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:30.612513
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:30.640039
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:30.669980
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:30.699371
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:30.726958
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:30.789190
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:30.816071
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:30.843574
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:30.870976
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:30.898030
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:30.924924
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:30.953327
20.43.150.84,10.71.162.243,2654,1,TCP,Unknown,0.0,False,2025-09-08T06:26:30.981523
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:31.008260
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:31.034263
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:31.062193
20.43.150.84,10.71.162.243,569,1,TCP,Unknown,0.0,False,2025-09-08T06:26:31.090132
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:31.118063
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:31.145996
10.71.162.243,20.43.150.84,66,1,TCP,Unknown,0.0,False,2025-09-08T06:26:31.173847
20.43.150.84,10.71.162.243,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:31.204526
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:31.236557
20.43.150.84,10.71.162.243,66,1,TCP,Unknown,0.0,False,2025-09-08T06:26:31.264731
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:31.291929
10.71.162.243,20.43.150.84,535,1,TCP,Unknown,0.0,False,2025-09-08T06:26:31.320733
20.43.150.84,10.71.162.243,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:31.348486
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:31.376855
20.43.150.84,10.71.162.243,3954,1,TCP,Unknown,0.0,False,2025-09-08T06:26:31.406277
20.43.150.84,10.71.162.243,223,1,TCP,Unknown,0.0,False,2025-09-08T06:26:31.434421
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:31.463378
10.71.162.243,20.43.150.84,134,1,TCP,Unknown,0.0,False,2025-09-08T06:26:31.490712
10.71.162.243,20.43.150.84,134,1,TCP,Unknown,0.0,False,2025-09-08T06:26:31.518172
10.71.162.243,20.43.150.84,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:31.548349
10.71.162.243,20.43.150.84,165,1,TCP,Unknown,0.0,False,2025-09-08T06:26:31.577573
20.43.150.84,10.71.162.243,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:31.609662
20.43.150.84,10.71.162.243,749,1,TCP,Unknown,0.0,False,2025-09-08T06:26:31.637828
10.71.162.243,20.43.150.84,85,1,TCP,Unknown,0.0,False,2025-09-08T06:26:31.667734
20.43.150.84,10.71.162.243,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:31.696439
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:31.723994
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:31.753007
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:31.781635
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:31.810405
20.43.150.84,10.71.162.243,679,1,TCP,Unknown,0.0,False,2025-09-08T06:26:31.840542
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:31.871110
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:31.900527
20.43.150.84,10.71.162.243,2654,1,TCP,Unknown,0.0,False,2025-09-08T06:26:31.928621
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:31.955755
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:31.983144
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:32.011670
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:32.041648
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:32.070833
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:32.098185
10.71.162.243,224.77.77.77,155,1,UDP,ArmouryCrate.UserSessionHelper.exe,0.0,False,2025-09-08T06:26:32.117492
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:32.148292
20.43.150.84,10.71.162.243,5254,1,TCP,Unknown,0.0,False,2025-09-08T06:26:32.211584
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:32.239136
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:32.267240
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:32.296025
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:32.323502
20.43.150.84,10.71.162.243,5254,1,TCP,Unknown,0.0,False,2025-09-08T06:26:32.350802
20.43.150.84,10.71.162.243,887,1,TCP,Unknown,0.0,False,2025-09-08T06:26:32.380149
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:32.407326
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:32.435017
10.71.162.243,20.43.150.84,66,1,TCP,Unknown,0.0,False,2025-09-08T06:26:32.461630
20.43.150.84,10.71.162.243,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:32.489530
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:32.516766
20.43.150.84,10.71.162.243,66,1,TCP,Unknown,0.0,False,2025-09-08T06:26:32.545497
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:32.572328
10.71.162.243,20.43.150.84,535,1,TCP,Unknown,0.0,False,2025-09-08T06:26:32.600945
20.43.150.84,10.71.162.243,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:32.631487
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:32.658608
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:32.686481
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:32.713721
20.43.150.84,10.71.162.243,2654,1,TCP,Unknown,0.0,False,2025-09-08T06:26:32.740102
20.43.150.84,10.71.162.243,223,1,TCP,Unknown,0.0,False,2025-09-08T06:26:32.766195
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:32.793655
10.71.162.243,20.43.150.84,134,1,TCP,Unknown,0.0,False,2025-09-08T06:26:32.820208
10.71.162.243,20.43.150.84,134,1,TCP,Unknown,0.0,False,2025-09-08T06:26:32.848914
10.71.162.243,20.43.150.84,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:32.876603
10.71.162.243,20.43.150.84,151,1,TCP,Unknown,0.0,False,2025-09-08T06:26:32.905513
20.43.150.84,10.71.162.243,628,1,TCP,Unknown,0.0,False,2025-09-08T06:26:32.937085
20.43.150.84,10.71.162.243,109,1,TCP,Unknown,0.0,False,2025-09-08T06:26:32.967447
20.43.150.84,10.71.162.243,120,1,TCP,Unknown,0.0,False,2025-09-08T06:26:32.998035
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:33.029998
10.71.162.243,20.43.150.84,85,1,TCP,Unknown,0.0,False,2025-09-08T06:26:33.058132
20.43.150.84,10.71.162.243,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:33.086000
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:33.115489
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:33.143063
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:33.169791
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:33.197353
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:33.226110
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:33.256521
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:33.285869
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:33.314393
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:33.343831
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:33.376067
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:33.407838
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:33.437697
20.43.150.84,10.71.162.243,1143,1,TCP,Unknown,0.0,False,2025-09-08T06:26:33.502031
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:33.530255
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:33.559170
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:33.590091
20.43.150.84,10.71.162.243,5254,1,TCP,Unknown,0.0,False,2025-09-08T06:26:33.617189
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:33.644368
20.43.150.84,10.71.162.243,3954,1,TCP,Unknown,0.0,False,2025-09-08T06:26:33.670489
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:33.697936
20.43.150.84,10.71.162.243,2654,1,TCP,Unknown,0.0,False,2025-09-08T06:26:33.725337
20.43.150.84,10.71.162.243,1238,1,TCP,Unknown,0.0,False,2025-09-08T06:26:33.752698
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:33.779942
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:33.808535
10.71.162.243,10.71.162.92,91,1,UDP,svchost.exe,0.0,False,2025-09-08T06:26:33.825115
20.43.150.84,10.71.162.243,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:33.856107
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:33.885140
10.71.162.92,10.71.162.243,361,1,UDP,Unknown,0.0,False,2025-09-08T06:26:33.913603
10.71.162.243,20.43.150.84,66,1,TCP,Unknown,0.0,False,2025-09-08T06:26:33.941238
20.43.150.84,10.71.162.243,66,1,TCP,Unknown,0.0,False,2025-09-08T06:26:33.971144
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:34.000019
10.71.162.243,20.43.150.84,535,1,TCP,Unknown,0.0,False,2025-09-08T06:26:34.028948
10.71.162.243,224.77.77.77,155,1,UDP,ArmouryCrate.UserSessionHelper.exe,0.0,False,2025-09-08T06:26:34.045840
10.71.162.243,20.43.150.84,535,1,TCP,Unknown,0.0,False,2025-09-08T06:26:34.074435
20.43.150.84,10.71.162.243,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:34.105352
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:34.134007
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:34.161649
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:34.189943
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:34.218680
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:34.246886
20.43.150.84,10.71.162.243,223,1,TCP,Unknown,0.0,False,2025-09-08T06:26:34.275177
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:34.304238
10.71.162.243,20.43.150.84,134,1,TCP,Unknown,0.0,False,2025-09-08T06:26:34.335564
10.71.162.243,20.43.150.84,134,1,TCP,Unknown,0.0,False,2025-09-08T06:26:34.364873
10.71.162.243,20.43.150.84,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:34.393877
10.71.162.243,20.43.150.84,151,1,TCP,Unknown,0.0,False,2025-09-08T06:26:34.423648
20.43.150.84,10.71.162.243,66,1,TCP,Unknown,0.0,False,2025-09-08T06:26:34.452900
20.43.150.84,10.71.162.243,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:34.483328
20.43.150.84,10.71.162.243,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:34.548932
20.43.150.84,10.71.162.243,628,1,TCP,Unknown,0.0,False,2025-09-08T06:26:34.580424
20.43.150.84,10.71.162.243,175,1,TCP,Unknown,0.0,False,2025-09-08T06:26:34.611075
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:34.641747
10.71.162.243,20.43.150.84,85,1,TCP,Unknown,0.0,False,2025-09-08T06:26:34.670334
20.43.150.84,10.71.162.243,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:34.702680
20.43.150.84,10.71.162.243,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:34.731756
20.43.150.84,10.71.162.243,5254,1,TCP,Unknown,0.0,False,2025-09-08T06:26:34.761118
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:34.789556
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:34.819078
20.43.150.84,10.71.162.243,6554,1,TCP,Unknown,0.0,False,2025-09-08T06:26:34.848415
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:34.878027
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:34.909105
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:34.937370
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:34.967889
20.43.150.84,10.71.162.243,2654,1,TCP,Unknown,0.0,False,2025-09-08T06:26:34.999890
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:35.028277
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:35.056481
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:35.085205
20.43.150.84,10.71.162.243,2654,1,TCP,Unknown,0.0,False,2025-09-08T06:26:35.113478
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:35.140417
20.43.150.84,10.71.162.243,2654,1,TCP,Unknown,0.0,False,2025-09-08T06:26:35.168289
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:35.196234
20.43.150.84,10.71.162.243,2654,1,TCP,Unknown,0.0,False,2025-09-08T06:26:35.224220
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:35.252289
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:35.279730
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:35.307332
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:35.335337
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:35.365811
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:35.393621
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:35.423960
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:35.453628
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:35.482948
20.43.150.84,10.71.162.243,694,1,TCP,Unknown,0.0,False,2025-09-08T06:26:35.511141
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:35.540231
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:35.570365
10.71.162.243,20.43.150.84,66,1,TCP,Unknown,0.0,False,2025-09-08T06:26:35.630068
10.71.162.243,224.77.77.77,155,1,UDP,ArmouryCrate.UserSessionHelper.exe,0.0,False,2025-09-08T06:26:35.648615
20.43.150.84,10.71.162.243,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:35.676415
20.43.150.84,10.71.162.243,66,1,TCP,Unknown,0.0,False,2025-09-08T06:26:35.704172
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:35.732846
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:35.760967
10.71.162.243,20.43.150.84,535,1,TCP,Unknown,0.0,False,2025-09-08T06:26:35.790552
20.43.150.84,10.71.162.243,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:35.820224
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:35.847849
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:35.876408
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:35.905513
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:35.934116
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:35.963541
20.43.150.84,10.71.162.243,223,1,TCP,Unknown,0.0,False,2025-09-08T06:26:35.991048
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:36.018504
10.71.162.243,20.43.150.84,134,1,TCP,Unknown,0.0,False,2025-09-08T06:26:36.047625
10.71.162.243,20.43.150.84,134,1,TCP,Unknown,0.0,False,2025-09-08T06:26:36.076751
10.71.162.243,20.43.150.84,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:36.104814
10.71.162.243,20.43.150.84,156,1,TCP,Unknown,0.0,False,2025-09-08T06:26:36.132748
20.43.150.84,10.71.162.243,628,1,TCP,Unknown,0.0,False,2025-09-08T06:26:36.160799
20.43.150.84,10.71.162.243,175,1,TCP,Unknown,0.0,False,2025-09-08T06:26:36.188968
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:36.217548
10.71.162.243,20.43.150.84,85,1,TCP,Unknown,0.0,False,2025-09-08T06:26:36.249434
20.43.150.84,10.71.162.243,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:36.280947
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:36.309845
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:36.338879
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:36.368002
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:36.396773
20.43.150.84,10.71.162.243,688,1,TCP,Unknown,0.0,False,2025-09-08T06:26:36.425217
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:36.454436
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:36.482634
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:36.512344
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:36.541736
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:36.571102
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:36.598726
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:36.626527
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:36.655424
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:36.685759
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:36.715890
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:36.744174
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:36.812002
10.71.162.243,20.43.150.84,54,1,TCP,Unknown,0.0,False,2025-09-08T06:26:36.841479
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:36.871473
20.43.150.84,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:26:36.900794
